emotion	stimuli	response
fear	situation(e,findingThatVegatablesHadGoneBad)	no
fear	directed(e,friend)	no
fear	e==jealousy	no
fear	e==annoyance	no
fear	e==anxiety	no
fear	e==surprise	no
fear	e==relief	no
fear	e==tiredness	no
fear	e==anger	no
fear	e==apathy	no
fear	e==disgust	no
fear	e==envy	no
fear	e==confusion	no
regret	situation(e,afterNastySurprise)	sometimes
regret	situation(e,sick(otherPerson))	there might be some cases
regret	situation(e,workingHardOnProject)	no
regret	situation(e,doSomethingStupidAndCausePainOnYourself)	yes
regret	subset(e,humorous)	no
regret	behavior(e,bodyMovement)	no
regret	situation(e,beforeSomethingBigHappens)	no
regret	situation(e,atHauntedHouse)	no
regret	situation(e,seeGhost)	no
regret	situation(e,passedScreening)	no
regret	e==envy	no
regret	e==jealousy	no
regret	e==relief	no
regret	e==disgust	no
regret	e==guilt	no
regret	e==apathy	no
regret	e==surprise	no
regret	e==embarrassment	no
regret	e==anxiety	no
regret	e==dread	no
regret	e==hope	no
anger	similar(e,sadness)	no
anger	e.valence==positive	no
anger	e.valence==neutral	no
anger	cause(emptySet,e)	no
anger	directed(e,otherPerson)	sometimes
anger	associated(e,sadness)	no
anger	situation(e,otherPersonDied)	no
anger	directed(e,self)	no
anger	situation(e,enjoyableActivity)	no
anger	e.activation>anxiety.activation	yes
anger	e==annoyance	no
anger	e==guilt	no
anger	e==embarrassment	no
anger	e==envy	no
anger	e==disgust	no
anger	e==apathy	no
anger	e==worry	no
anger	e==anxiety	no
anger	e==dread	no
anger	e==stress	no
anger	e==hope	no
obsession	directed(e,otherPerson)	yes
obsession	e.valence==positive	no
obsession	e.duration==long	yes
obsession	situation(e,birthday)	no
obsession	similar(e,happiness)	no
obsession	similarity(e,red)>similarity(e,blue)	yes
obsession	necessary(directed(e,otherPerson))	yes
obsession	situation(e,helpless)	no
obsession	e.valence==negative	tes
obsession	situation(e,futureTest)	yes
obsession	e.valence==negative	yes
obsession	e==contempt	no
obsession	e==adore	no
obsession	e==thrill	no
obsession	e==hope	yes
thankfulness/gratefulness	e.activation==high	it can be
thankfulness/gratefulness	e.valence==positive	hey, yes/no questions only!
thankfulness/gratefulness	e.valence==negative	no
thankfulness/gratefulness	directed(e,self)	no
thankfulness/gratefulness	similar(e,happiness)	no
thankfulness/gratefulness	situation(e,birthday)	yes possibly
thankfulness/gratefulness	e.valence==neutral	no
thankfulness/gratefulness	cause(otherPerson,e)	yes
thankfulness/gratefulness	necessary(directed(e,otherPerson))	yes
thankfulness/gratefulness	cause(emptySet,e)	no
thankfulness/gratefulness	e==relief	no
thankfulness/gratefulness	e==bravery	no
thankfulness/gratefulness	e==serenity	no
thankfulness/gratefulness	e==exasperated	no
thankfulness/gratefulness	e==excitement	no
thankfulness/gratefulness	e==hope	no
thankfulness/gratefulness	e==anger	no
thankfulness/gratefulness	e==regret	no
thankfulness/gratefulness	e==enthusiasm	no
thankfulness/gratefulness	e==calm	no
thankfulness/gratefulness	e==gratefulness	yes
depression	e.valence==positive	no
depression	e.duration==long	yes
depression	directed(e,otherPerson)	no
depression	similar(e,surprise)	no
depression	similar(e,happiness)	no
depression	necessary(directed(e,otherPerson))	no
depression	cause(emptySet,e)	sometimes
depression	situation(e,doSomethingStupid)	not necessarily
depression	similar(e,love)	no
depression	forSome(p)(p.incapableOfFeeling(e))	yes
depression	e==boredom	no
depression	e==confusion	no
depression	e==anger	no
depression	e==bravery	no
depression	e==calm	no
depression	e==melancholy	yes
disgust	e.valence==positive	no
disgust	e.activation==high	yes
disgust	e.valence==negative	yes
disgust	similar(e,surprise)	no
disgust	situation(e,birthday)	yes
disgust	cause(emptySet,e)	yes
disgust	e.valence==neutral	no
disgust	e.duration==long	maybe
disgust	similarity(e,red)>similarity(e,blue)	red
disgust	associated(e,happiness)	no
disgust	e==anger	no
disgust	e==exasperated	no
disgust	e==anxiety	no
disgust	e==confusion	no
disgust	e==enthusiasm	no
disgust	e==boredom	no
disgust	e==glee	no
disgust	e==jealosy	no
disgust	e==depression	no
disgust	e==surprise	no
disgust	e==devastated	no
annoyed	e.activation==high	yes
annoyed	e.duration==long	yes
annoyed	directed(e,self)	maybe
annoyed	cause(emptySet,e)	yes
annoyed	e.frequency==regularly	maybe
annoyed	situation(e,waitingInLine)	sometimes
annoyed	similarity(e,red)>similarity(e,blue)	red
annoyed	e.valence==negative	yes
annoyed	cause(otherPerson,e)	generally yes
annoyed	situation(e,futureTest)	maybe yes, maybe no
annoyed	e==bravery	no
annoyed	e==enthusiasm	no
annoyed	e==calm	no
annoyed	e==anxiety	no
annoyed	e==glee	no
annoyed	e==thrill	no
annoyed	e==amusement	no
annoyed	e==contempt	no
annoyed	e==anger	no
annoyed	e==relief	no
annoyed	e==regret	no
anger	e.valence==positive	no
anger	directed(e,otherPerson)	yes
anger	e.activation==high	yes
anger	cause(e,feelGood)	no
anger	e.valence==neutral	no
anger	necessary(directed(e,otherPerson))	no
anger	situation(e,waitingInLine)	maybe
anger	similar(e,love)	sometimes
anger	e.valence==negative	yes
anger	cause(emptySet,e)	no
anger	e==anger	yes
nervousness	e.valence==positive	no
nervousness	directed(e,otherPerson)	no
nervousness	cause(emptySet,e)	no
nervousness	directed(e,self)	yes
nervousness	situation(e,birthday)	no
nervousness	cause(something,e)	yes
nervousness	cause(e,feelGood)	no
nervousness	e.frequency==regularly	no
nervousness	situation(e,friendDied)	no
nervousness	e.duration==short	no
nervousness	e==confusion	no
nervousness	e==anxiety	yes
Acting	e.activation==high	yes
Acting	directed(e,otherPerson)	yes
Acting	e.valence==positive	positive
Acting	situation(e,birthday)	yes
Acting	cause(emptySet,e)	being triggered by something
Acting	e.valence==negative	positive
Acting	cause(something,e)	yes
Acting	similar(e,disappointment)	yes
Acting	similarity(e,red)>similarity(e,blue)	yes
Acting	personalityTrait(e)	yes
Acting	e==jealosy	no
Acting	e==relief	no
Acting	e==enthusiasm	no
Acting	e==happiness	no
Acting	e==awe	no
Acting	e==anxiety	no
Acting	e==love	no
Acting	e==adore	no
Acting	e==glee	no
Acting	e==thrill	no
Acting	e==surprise	no
Nothing	e.valence==positive	positive
Nothing	e.activation==high	yes
Nothing	cause(emptySet,e)	yes
Nothing	e.duration==long	yes
Nothing	e.valence==negative	no
Nothing	associated(e,happiness)	yes
Nothing	similar(e,happiness)	yes
Nothing	situation(e,doSomethingStupid)	no
Nothing	e.frequency==regularly	yes
Nothing	situation(e,waitingInLine)	no
Nothing	e==happiness	no
Nothing	e==glee	no
Nothing	e==surprise	no
Nothing	e==amusement	no
Nothing	e==enthusiasm	no
Nothing	e==calm	no
Nothing	e==excitement	no
Nothing	e==anxiety	no
Nothing	e==thrill	no
Nothing	e==hope	no
Nothing	e==anger	no
elation	e.activation==high	yes
elation	e.valence==positive	positive
elation	e.duration==long	no
elation	e.valence==negative	no
elation	similar(e,happiness)	yes
elation	unexpected(e)	yes
elation	situation(e,helpless)	no
elation	e.valence==neutral	no
elation	situation(e,sad)	no
elation	situation(e,birthday)	no
elation	e==surprise	no
elation	e==anger	no
elation	e==adore	no
elation	e==glee	no
elation	e==thankfulness	no
elation	e==relief	no
elation	e==enthusiasm	no
elation	e==frustration	no
elation	e==exasperated	no
elation	e==excitement	no
elation	e==anxiety	no
anger	e.activation==high	yes
anger	e.duration==long	sometimes it might last a long time, though it is generally of a short duration
anger	e.frequency==regularly	yes
anger	situation(e,birthday)	no.. very rarely
anger	e.valence==neutral	no
anger	cause(emptySet,e)	no
anger	cause(otherPerson,e)	yes
anger	e.valence==positive	no
anger	behavior(e,verbal)	verbally
anger	cause(something,e)	yes
anger	e==anger	yes
proud	e.valence==positive	yes
proud	e.duration==long	yes
proud	e.activation==high	yes
proud	similar(e,surprise)	no
proud	cause(e,feelGood)	yes
proud	similar(e,love)	no
proud	e.frequency==regularly	no, sometimes
proud	similarity(e,red)>similarity(e,blue)	yes
proud	cause(emptySet,e)	no
proud	situation(e,futureTest)	no not at all
proud	e==enthusiasm	no
proud	e==thrill	no
proud	e==proud	yes
happiness	e.duration==long	I don't know
happiness	e.activation==high	yes
happiness	e.frequency==regularly	sometimes
happiness	e.valence==negative	no
happiness	situation(e,waitingInLine)	no
happiness	e.valence==positive	positive
happiness	cause(something,e)	yes, possibly
happiness	directed(e,self)	i don't know
happiness	behavior(e,verbal)	yes
happiness	situation(e,birthday)	yes
happiness	e==surprise	no
happiness	e==relief	no
happiness	e==bravery	no
happiness	e==enthusiasm	no
happiness	e==happiness	yes
nostalgia	directed(e,otherPerson)	no
nostalgia	e.valence==positive	no
nostalgia	e.duration==long	yes
nostalgia	cause(e,feelGood)	no
nostalgia	situation(e,waitingInLine)	no
nostalgia	similar(e,surprise)	no
nostalgia	necessary(directed(e,otherPerson))	no
nostalgia	situation(e,helpless)	no
nostalgia	similar(e,stressedOut)	no
nostalgia	situation(e,friendDied)	maybe
nostalgia	e==regret	no
nostalgia	e==bravery	no
nostalgia	e==enthusiasm	no
nostalgia	e==serenity	no
nostalgia	e==calm	no
nostalgia	e==happiness	no
nostalgia	e==melancholy	yes
Fear	directed(e,otherPerson)	Not necessarily 
Fear	e.activation==high	Yes
Fear	e.valence==negative	Yes
Fear	e.frequency==regularly	No
Fear	similar(e,happiness)	No
Fear	unexpected(e)	Yes, sometimes
Fear	necessary(directed(e,otherPerson))	No
Fear	e.valence==positive	No
Fear	situation(e,disney)	No
Fear	cause(something,e)	Yes
Fear	e==regret	no
Fear	e==relief	no
Fear	e==bravery	no
Fear	e==enthusiasm	no
Fear	e==serenity	no
Fear	e==calm	no
Fear	e==gratefulness	no
Fear	e==frustration	no
Fear	e==happiness	no
Fear	e==awe	no
Fear	e==envy	no
frustration	e.duration==long	no
frustration	e.activation==high	no
frustration	cause(emptySet,e)	no
frustration	e.valence==positive	no
frustration	associated(e,happiness)	no
frustration	e.valence==neutral	no
frustration	directed(e,otherPerson)	yes
frustration	situation(e,birthday)	no
frustration	cause(something,e)	yes
frustration	situation(e,sad)	yes
frustration	e==jealosy	no
frustration	e==exasperated	no
frustration	e==anger	no
frustration	e==boredom	no
frustration	e==contempt	no
frustration	e==frustration	yes
pride	e.duration==long	no
pride	directed(e,otherPerson)	yes
pride	cause(emptySet,e)	no
pride	directed(e,self)	yes
pride	associated(e,happiness)	yes
pride	e.valence==neutral	no
pride	cause(e,feelGood)	yes
pride	situation(e,birthday)	yes
pride	behavior(e,verbal)	no
pride	necessary(directed(e,otherPerson))	no
pride	e==jealosy	no
pride	e==hope	no
pride	e==anger	no
pride	e==proud	yes
frustration	directed(e,otherPerson)	No
frustration	e.duration==long	No
frustration	cause(emptySet,e)	No
frustration	e.frequency==regularly	Yes
frustration	e.valence==neutral	No
frustration	e.activation==high	Yes
frustration	directed(e,self)	No
frustration	situation(e,someoneCloseDied)	No
frustration	similar(e,anger)	Yes
frustration	cause(e,benefit(otherPerson))	No
frustration	e==regret	no
frustration	e==relief	no
frustration	e==bravery	no
frustration	e==enthusiasm	no
frustration	e==serenity	no
frustration	e==calm	no
frustration	e==gratefulness	no
frustration	e==frustration	yes
frustration	e==frustration	yes
frustration	e.activation==high	no
frustration	e.duration==long	no
frustration	e.valence==negative	yes
frustration	e.frequency==regularly	no
frustration	similar(e,surprise)	no
frustration	directed(e,otherPerson)	sometimes
frustration	similarity(e,red)>similarity(e,blue)	i don't know
frustration	cause(something,e)	yes
frustration	similar(e,disappointment)	no
frustration	e.duration==short	sometimes
frustration	e==jealosy	no
frustration	e==envy	no
frustration	e==melancholy	no
frustration	e==shame	no
frustration	e==contempt	no
frustration	e==disgust	no
frustration	e==devastated	no
frustration	e==regret	no
frustration	e==enthusiasm	no
frustration	e==serenity	no
frustration	e==gratefulness	no
hatred	e.activation==high	yeah
hatred	directed(e,otherPerson)	yeah
hatred	e.frequency==regularly	yeah
hatred	similar(e,surprise)	no
hatred	cause(emptySet,e)	yeah
hatred	e.duration==long	nope
hatred	cause(e,feelGood)	yeah
hatred	e.valence==neutral	no
hatred	situation(e,birthday)	no
hatred	situation(e,helpless)	yup
hatred	e==adore	no
hatred	e==surprise	no
hatred	e==anger	no
hatred	e==enthusiasm	no
hatred	e==jealosy	no
hatred	e==contempt	yes
suspicion	directed(e,otherPerson)	yes
suspicion	e.activation==high	maybe
suspicion	cause(emptySet,e)	probably not
suspicion	e.duration==long	probably
suspicion	e.valence==positive	I'd say no
suspicion	situation(e,birthday)	not particularly
suspicion	associated(e,happiness)	unlikely
suspicion	necessary(directed(e,otherPerson))	yes
suspicion	behavior(e,verbal)	nonverbally
suspicion	situation(e,disney)	no
suspicion	e==adore	no
suspicion	e==happiness	no
suspicion	e==awe	no
suspicion	e==love	no
suspicion	e==jealosy	no
suspicion	e==contempt	no
suspicion	e==anger	no
suspicion	e==worry/anxiety	no
suspicion	e==regret	no
suspicion	e==relief	no
suspicion	e==enthusiasm	no
Love	e.duration==long	Yes
Love	e.activation==high	Yes
Love	directed(e,otherPerson)	Yes
Love	cause(emptySet,e)	Most of the time, but something or, rather, someone can trigger it too
Love	e.valence==positive	The most positive
Love	e.valence==neutral	No
Love	directed(e,self)	I guess?
Love	similarity(e,red)>similarity(e,blue)	Yes
Love	cause(e,feelGood)	Yes
Love	e.valence==negative	No way
Love	e==regret	no
Love	e==relief	no
Love	e==bravery	no
Love	e==enthusiasm	no
Love	e==serenity	no
Love	e==calm	no
Love	e==gratefulness	no
Love	e==frustration	no
Love	e==happiness	no
Love	e==awe	no
Love	e==envy	no
Love	e.activation==high	Yes
Love	directed(e,otherPerson)	Yes
Love	e.duration==long	Yes
Love	directed(e,self)	No
Love	situation(e,birthday)	No
Love	similar(e,happiness)	Sort of
Love	unexpected(e)	It can be
Love	e.frequency==regularly	Sometimes
Love	e.valence==neutral	No
Love	situation(e,waitingInLine)	No
Love	e==regret	no
Love	e==relief	no
Love	e==bravery	no
happiness	e.activation==high	it can be
sadness	directed(e,otherPerson)	no
sadness	similar(e,sadness)	yes
sadness	e.valence==negative	yes
sadness	associated(e,otherPerson)	could be
anger	e.frequency==regularly	no
anger	e.duration==long	depends, but usually no
anger	similar(e,happiness)	no
anger	directed(e,self)	no
anger	cause(e,feelGood)	no
anger	experienceWith(e,friends)	no
anger	e==shame	no
anger	e==regret	no
anger	e==sorrow	yes
anger	e.valence==positive	no
anger	e.activation==high	yes
anger	similar(e,anger)	yes
anger	similar(e,love)	no
anger	directed(e,self)	no
anger	e.valence==negative	yes
anger	cause(e,feelGood)	no
anger	similar(e,regret)	no
anger	situation(e,afterNastySurprise)	yes possibly
anger	situation(e,somethingGoesWell)	no
anger	e==annoyance	no
anger	e==guilt	no
anger	e==apathy	no
anger	e==disgust	no
anger	e==jealousy	no
anger	e==embarrassment	no
anger	e==anxiety	no
anger	e==envy	no
anger	e==worry	no
anger	e==dread	no
anger	e==relief	no
sadness	e.valence==positive	no
sadness	e.activation==high	no
sadness	directed(e,self)	yes
sadness	e.duration==long	sometimes
sadness	situation(e,waitingInLine)	no
sadness	similar(e,happiness)	no
sadness	associated(e,happiness)	no
sadness	similarity(e,red)>similarity(e,blue)	in the middle
sadness	e.valence==neutral	no
sadness	unexpected(e)	no
sadness	e==exasperated	no
sadness	e==boredom	no
sadness	e==anger	no
sadness	e==confusion	no
sadness	e==happiness	no
sadness	e==anxiety	no
sadness	e==shame	no
sadness	e==jealosy	no
sadness	e==depression	no
sadness	e==disgust	no
sadness	e==devastated	no
happiness	directed(e,otherPerson)	yes
happiness	e.duration==long	sometimes
happiness	e.activation==high	sometimes
happiness	cause(e,feelGood)	sometimes
happiness	e.valence==negative	no
happiness	cause(something,e)	yes
happiness	unexpected(e)	sometimes
happiness	similar(e,disappointment)	sometimes
happiness	similar(e,happiness)	sometimes
happiness	cause(e,benefit(otherPerson))	sometimes
happiness	e==jealosy	no
happiness	e==awe	no
happiness	e==excitement	no
happiness	e==love	no
happiness	e==surprise	no
happiness	e==anger	no
happiness	e==regret	no
happiness	e==relief	no
happiness	e==enthusiasm	no
happiness	e==calm	no
happiness	e==gratefulness	yes
remorse	e.activation==high	maybe
remorse	e.duration==long	yes
remorse	e.valence==negative	yes
remorse	e.valence==positive	no
remorse	situation(e,birthday)	absolutely not
remorse	e.frequency==regularly	it depends if I'm with my family
remorse	situation(e,friendDied)	only if it were my fault
remorse	situation(e,doSomethingStupid)	possibly
remorse	situation(e,someoneCloseDied)	only if I killed them
remorse	cause(something,e)	yes
remorse	e==boredom	no
remorse	e==anger	no
remorse	e==confusion	no
remorse	e==calm	no
remorse	e==exasperated	no
remorse	e==anxiety	no
remorse	e==jealosy	no
remorse	e==depression	no
remorse	e==contempt	no
remorse	e==devastated	no
remorse	e==sadness	no
hope	e.valence==positive	yes
hope	directed(e,otherPerson)	no
hope	e.activation==high	yes
hope	cause(emptySet,e)	yes
hope	situation(e,waitingInLine)	no
hope	e.valence==neutral	yes
hope	similar(e,happiness)	no
hope	situation(e,someoneCloseDied)	yes
hope	cause(something,e)	no
hope	e.valence==negative	yes
hope	e==bravery	no
hope	e==thrill	no
hope	e==enthusiasm	no
hope	e==adore	no
hope	e==amusement	no
hope	e==serenity	no
hope	e==happiness	no
hope	e==melancholy	no
hope	e==admire	no
hope	e==hope	yes
tiredness	e.valence==positive	no
tiredness	e.duration==long	sometimes
tiredness	e.frequency==regularly	no
tiredness	cause(e,feelGood)	no
tiredness	situation(e,waitingInLine)	yes
tiredness	similarity(e,red)>similarity(e,blue)	no
tiredness	unexpected(e)	no
tiredness	cause(otherPerson,e)	no
tiredness	similar(e,happiness)	no
tiredness	cause(e,benefit(otherPerson))	absolutely not
tiredness	e==anger	no
tiredness	e==anxiety	no
tiredness	e==boredom	no
tiredness	e==devastated	no
tiredness	e==confusion	no
tiredness	e==regret	no
tiredness	e==exasperated	no
tiredness	e==jealosy	no
tiredness	e==depression	no
tiredness	e==sadness	no
tiredness	e==bravery	no
Nervousness	directed(e,otherPerson)	yes
Nervousness	e.duration==long	no
Nervousness	e.activation==high	yes
Nervousness	similarity(e,red)>similarity(e,blue)	yes
Nervousness	cause(emptySet,e)	no
Nervousness	unexpected(e)	no
Nervousness	cause(something,e)	yes
Nervousness	situation(e,birthday)	yes
Nervousness	similar(e,happiness)	no
Nervousness	situation(e,doSomethingStupid)	sometimes
Nervousness	e==jealosy	no
Nervousness	e==relief	no
Nervousness	e==adore	no
Nervousness	e==anger	no
Nervousness	e==proud	no
Nervousness	e==bravery	no
Nervousness	e==enthusiasm	no
Nervousness	e==serenity	no
Nervousness	e==happiness	no
Nervousness	e==awe	no
Nervousness	e==anxiety	yes
sorrow	e.valence==positive	absolutely not
sorrow	e.duration==long	sometimes
sorrow	e.frequency==regularly	no
sorrow	e.activation==high	no
sorrow	situation(e,waitingInLine)	no
sorrow	e.valence==neutral	no
sorrow	directed(e,otherPerson)	maybe
sorrow	cause(something,e)	I think so
sorrow	similar(e,love)	sometimes
sorrow	similar(e,anger)	no
sorrow	e==happiness	no
sorrow	e==exasperated	no
sorrow	e==boredom	no
sorrow	e==shame	no
sorrow	e==jealosy	no
sorrow	e==hope	no
sorrow	e==disgust	no
sorrow	e==devastated	no
sorrow	e==regret	no
sorrow	e==serenity	no
sorrow	e==calm	no
hostility	e.duration==long	I don
hostility	e.valence==positive	definitely not
hostility	e.frequency==regularly	not really
hostility	situation(e,birthday)	no
hostility	cause(emptySet,e)	I think so
hostility	situation(e,waitingInLine)	sometimes
hostility	directed(e,otherPerson)	yes
hostility	behavior(e,verbal)	it can
hostility	similar(e,happiness)	no
hostility	situation(e,someoneCloseDied)	no, usually not, unless you blame somebody for it
hostility	e==contempt	no
hostility	e==frustration	no
hostility	e==awe	no
hostility	e==love	no
hostility	e==adore	no
hostility	e==jealosy	no
hostility	e==anger	no
hostility	e==relief	no
hostility	e==regret	no
hostility	e==bravery	no
hostility	e==enthusiasm	no
relaxation	e.activation==high	no
relaxation	directed(e,otherPerson)	no
relaxation	e.valence==positive	yes
relaxation	situation(e,birthday)	no
relaxation	e.valence==neutral	yes
relaxation	cause(emptySet,e)	yes
relaxation	cause(something,e)	yes
relaxation	similar(e,love)	no
relaxation	cause(otherPerson,e)	yes
relaxation	cause(e,benefit(otherPerson))	yes
relaxation	e==bravery	no
relaxation	e==serenity	no
relaxation	e==frustration	no
relaxation	e==melancholy	no
relaxation	e==excitement	no
relaxation	e==shame	no
relaxation	e==admire	no
relaxation	e==thrill	no
relaxation	e==hope	no
relaxation	e==disgust	no
relaxation	e==regret	no
depression	e.valence==positive	no
depression	e.activation==high	yes
depression	cause(emptySet,e)	no
depression	e.duration==long	yes
depression	e.valence==neutral	it can appear neutral but it is not
depression	cause(something,e)	for most people yes, for other is cronic
depression	situation(e,friendDied)	yes temporarilly 
depression	e.valence==negative	yes
depression	situation(e,someoneCloseDied)	yes temporarilly
depression	similar(e,anger)	in some periods
depression	e==anger	no
depression	e==relief	no
depression	e==anxiety	no
depression	e==boredom	no
depression	e==confusion	no
depression	e==calm	no
depression	e==exasperated	no
depression	e==glee	no
depression	e==depression	yes
disgust	e.activation==high	yes
disgust	e.duration==long	not
disgust	directed(e,otherPerson)	it can
disgust	similarity(e,red)>similarity(e,blue)	no
disgust	similar(e,happiness)	no
disgust	situation(e,birthday)	no
disgust	cause(e,feelGood)	no
disgust	situation(e,waitingInLine)	no
disgust	e.valence==neutral	no
disgust	directed(e,self)	depends	
disgust	e==bravery	no
disgust	e==anxiety	no
disgust	e==anger	no
disgust	e==relief	no
disgust	e==regret	no
disgust	e==enthusiasm	no
disgust	e==frustration	no
disgust	e==exasperated	no
disgust	e==adore	no
disgust	e==thrill	no
disgust	e==hope	no
depression	e.activation==high	no
depression	directed(e,otherPerson)	no
depression	e.valence==positive	negative
depression	e.valence==negative	yes
depression	e.valence==neutral	no
depression	e.duration==long	yes
depression	cause(otherPerson,e)	no
depression	directed(e,self)	yes
depression	situation(e,doSomethingStupid)	no
depression	cause(e,benefit(otherPerson))	no
depression	e==boredom	no
depression	e==confusion	no
depression	e==serenity	no
depression	e==calm	no
depression	e==happiness	no
depression	e==melancholy	no
depression	e==exasperated	no
depression	e==shame	no
depression	e==hope	no
depression	e==disgust	no
depression	e==bravery	no
love	e.valence==positive	yes
love	e.duration==long	maybe
love	directed(e,self)	no
love	directed(e,otherPerson)	yes
love	e.valence==neutral	no
love	associated(e,happiness)	sure
love	e.frequency==regularly	no
love	e.activation==high	yes
love	situation(e,doSomethingStupid)	no
love	cause(otherPerson,e)	in an indirect way
love	e==adore	yes
agitation	e.valence==positive	no
agitation	e.duration==long	yes
agitation	e.frequency==regularly	sometimes
agitation	cause(emptySet,e)	yes
agitation	similarity(e,red)>similarity(e,blue)	red
agitation	e.valence==negative	mostly
agitation	cause(otherPerson,e)	yes
agitation	necessary(directed(e,otherPerson))	usually
agitation	situation(e,sad)	no
agitation	directed(e,otherPerson)	yes
agitation	e==anger	no
agitation	e==boredom	no
agitation	e==calm	no
agitation	e==awe	no
agitation	e==exasperated	no
agitation	e==anxiety	no
agitation	e==love	no
agitation	e==jealosy	no
agitation	e==depression	no
agitation	e==thankfulness	no
agitation	e==contempt	no
fear	e.activation==high	yes
fear	e.duration==long	sometimes
fear	e.activation==high	yes
fear	directed(e,self)	sometimes
fear	situation(e,birthday)	no
fear	e.valence==negative	yes
fear	cause(emptySet,e)	sometimes
fear	situation(e,doSomethingStupid)	no
fear	cause(otherPerson,e)	yes
fear	e.valence==neutral	no
fear	personalityTrait(e)	yes
fear	e==relief	no
fear	e==contempt	no
fear	e==bravery	no
fear	e==enthusiasm	no
fear	e==frustration	no
fear	e==happiness	no
fear	e==exasperated	no
fear	e==anxiety	no
fear	e==glee	no
fear	e==thrill	no
fear	e==hope	no
excited	e.valence==positive	yes
excited	e.activation==high	y
excited	directed(e,self)	n
excited	situation(e,birthday)	y
excited	cause(e,feelGood)	y
excited	e.duration==long	n
excited	similar(e,surprise)	n
excited	associated(e,happiness)	y
excited	similar(e,disappointment)	n
excited	similar(e,stressedOut)	y
excited	e==enthusiasm	no
excited	e==adore	no
excited	e==thrill	no
excited	e==hope	no
excited	e==bravery	no
excited	e==serenity	no
excited	e==envy	no
excited	e==melancholy	no
excited	e==excitement	yes
apathy	e.activation==high	yes
apathy	e.valence==positive	no
apathy	e.valence==negative	yes
apathy	directed(e,otherPerson)	no
apathy	directed(e,self)	maybe
apathy	similar(e,sadness)	maybe
apathy	similar(e,depressed)	yes
apathy	e==melancholy	no
apathy	e==regret	no
apathy	e==jealousy	no
apathy	e==envy	no
apathy	cause(emptySet,e)	yes
apathy	cause(something,e)	yes
apathy	cause(e,action)		no
apathy	cause(e,inactivity)		yes
apathy	e.duration==long	yes
fear	e.activation==high	yes
fear	e.valence==positive	no
fear	directed(e,otherPerson)	can be
fear	e.duration==long	not usually
fear	similar(e,sadness)	no
fear	similar(e,anger)	no
fear	associated(e,happiness)	no
fear	situation(e,otherPersonDied)	no
fear	situation(e,afterNastySurprise)	yes
fear	e.valence==negative	yes
fear	e==annoyance	no
fear	e==guilt	no
fear	e==embarrassment	no
fear	e==apathy	no
fear	e==envy	no
fear	e==worry	no
fear	e==disgust	no
fear	e==anxiety	no
fear	e==stress	no
fear	e==tense	no
fear	e==dread	no
obsession	e.valence==positive	no, not usually
obsession	e.activation===high	yes
obsession	similarity(e,red)>similarity(e,blue)	red
obsession	associated(e,happiness)	kind of
obsession	similar(e,anger)	no
obsession	similar(e,love)	yes
obsession	e==surprise	no
obsession	e==love	no
obsession	e==lust	no, but close
obsession	e==acting	no
obsession	e==nothing	no
obsession	e==envy	no
obsession	e==jealousy	no
obsession	e==confused	no
obsession	e==awe	no
obsession	cause(emptySet,e)	yes
obsession	cause(something,e)	yes
obsession	cause(something,e)	depends
obsession	cause(e,action)		yes
obsession	cause(e,inactivity)		no
obsession	e.duration==long	yes
obsession	directed(e,otherPerson)	sometimes
obsession	directed(e,otherPerson)	yes
obsession	directed(e,self)	yes
obsession	necessary(directed(e,otherPerson))	no
obsession	cause(otherPerson,e)	sometimes
obsession	e.valence==negative	yes
obsession	situation(e,afterNastySurprise)}	no
obsession	personalityTrait(e)			yes
obsession	associated(e,otherPerson)		sometimes
obsession	situation(e,prepareForScreening)	yes
obsession	e==fear			no
obsession	e==surprise		no
obsession	e==suspicion		no
obsession	e==anxiety		no
obsession	e==worry		no
obsession	e==insecurity		no
obsession	e==fury		no
obsession	e==agitation		no
obsession	e==disgust		no
obsession	e==anger		no
obsession	e==apathy		no
obsession	e==disappointment		no
obsession	e==worry		no
nostalgia	e.valence==negative	slightly
nostalgia	e.activation==high	no
nostalgia	e.valence==positive	no, but possibly yes
nostalgia	e.duration==long	yes
nostalgia	e.duration==short	no
nostalgia	similar(e,sadness)	yes
nostalgia	similar(e,sadness)	kind of
nostalgia	similar(e,depression)	kind of
nostalgia	similar(e,anger)	no
nostalgia	e==depression		no
nostalgia	e==apathy		no
nostalgia	e==sadness		no
nostalgia	e==melancholy		yes
nostalgia	e==regret	no
nostalgia	similar(e,regret)	yes
nostalgia	e==regret	no
obsession	situation(e,afterNastySurprise)}	no
nostalgia	cause(emptySet,e)	yes
nostalgia	cause(otherPerson,e)	yes
nostalgia	directed(e,otherPerson)	yes
nostalgia	directed(e,otherPerson)	sometimes
nostalgia	cause(something,e)	yes
nostalgia	cause(e,inactivity)	no
nostalgia	unexpected(e)		yes
